CoC Number,CoC Name,"Total Homeless, 2009","Sheltered Homeless, 2009","Unsheltered Homeless, 2009","Homeless Individuals, 2009","Sheltered Homeless Individuals, 2009","Unsheltered Homeless Individuals, 2009","Homeless People in Families, 2009","Sheltered Homeless People in Families, 2009","Unsheltered Homeless People in Families, 2009","Chronically Homeless Individuals, 2009","Sheltered Chronically Homeless Individuals, 2009","Unsheltered Chronically Homeless Individuals, 2009"
NY-511,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",213,202,11,195,184,11,18,18,0,64,60,4
NY-512,Troy/Rensselaer County CoC,298,260,38,75,37,38,223,223,0,27,13,14
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",81,81,0,43,43,0,38,38,0,5,5,0
NY-514,Jamestown/Dunkirk/Chautauqua County CoC,128,123,5,85,80,5,43,43,0,16,16,0
NY-516,Clinton County CoC,136,124,12,107,95,12,29,29,0,11,11,0
NY-518,"Utica/Rome/Oneida, Madison Counties CoC",343,326,17,251,234,17,92,92,0,19,14,5
NY-519,Columbia/Greene County CoC,267,260,7,145,138,7,122,122,0,8,8,0
NY-520,Franklin County CoC,14,5,9,8,5,3,6,0,6,4,1,3
NY-522,Jefferson/Lewis/St. Lawrence Counties CoC,276,275,1,244,243,1,32,32,0,14,14,0
NY-523,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",195,164,31,145,117,28,50,47,3,34,11,23
NY-600,New York City CoC,"49,343","47,015","2,328","18,188","15,860","2,328","31,155","31,155",0,"3,103","1,543","1,560"
NY-601,Poughkeepsie/Dutchess County CoC,474,404,70,284,214,70,190,190,0,47,36,11
NY-602,Newburgh/Middletown/Orange County CoC,450,345,105,274,169,105,176,176,0,73,29,44
NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","2,639","2,330",309,817,522,295,"1,822","1,808",14,54,40,14
NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,"1,531","1,365",166,555,389,166,976,976,0,121,52,69
NY-606,Rockland County CoC,139,77,62,102,40,62,37,37,0,25,2,23
NY-607,Sullivan County CoC,369,366,3,124,121,3,245,245,0,14,12,2
NY-608,Kingston/Ulster County CoC,311,167,144,215,93,122,96,74,22,45,7,38
OH-500,Cincinnati/Hamilton County CoC,"1,140","1,097",43,781,738,43,359,359,0,268,262,6
OH-501,Toledo/Lucas County CoC,945,727,218,597,450,147,348,277,71,312,247,65
OH-502,Cleveland/Cuyahoga County CoC,"2,236","2,105",131,"1,743","1,617",126,493,488,5,584,545,39
OH-503,Columbus/Franklin County CoC,"1,359","1,251",108,972,870,102,387,381,6,271,174,97
OH-504,Youngstown/Mahoning County CoC,183,177,6,83,77,6,100,100,0,7,6,1
OH-505,Dayton/Kettering/Montgomery County CoC,837,823,14,502,488,14,335,335,0,52,44,8
OH-506,Akron/Barberton/Summit County CoC,820,658,162,549,407,142,271,251,20,217,119,98
OH-507,Ohio Balance of State CoC,"4,770","3,758","1,012","2,324","1,629",695,"2,446","2,129",317,537,405,132
OH-508,Canton/Massillon/Alliance/Stark County CoC,410,333,77,223,154,69,187,179,8,55,36,19
OK-500,North Central Oklahoma CoC,316,172,144,156,61,95,160,111,49,36,23,13
OK-501,Tulsa City & County/Broken Arrow CoC,826,797,29,646,617,29,180,180,0,83,78,5
OK-502,Oklahoma City CoC,"1,475","1,103",372,"1,208",842,366,267,261,6,384,322,62
OK-503,Oklahoma Balance of State CoC,340,289,51,207,175,32,133,114,19,7,7,0
OK-504,Norman/Cleveland County CoC,585,289,296,370,174,196,215,115,100,51,23,28
OK-505,Northeast Oklahoma CoC,635,264,371,328,116,212,307,148,159,72,71,1
OK-506,Southwest Oklahoma Regional CoC,272,252,20,156,139,17,116,113,3,13,7,6
OK-507,Southeastern Oklahoma Regional CoC,389,141,248,156,61,95,233,80,153,8,7,1
OR-500,Eugene/Springfield/Lane County CoC,"2,232",999,"1,233","1,506",517,989,726,482,244,498,273,225
OR-501,Portland-Gresham-Multnomah County CoC,"4,085","2,494","1,591","2,945","1,432","1,513","1,140","1,062",78,785,231,554
OR-502,Medford/Ashland/Jackson County CoC,899,854,45,756,717,39,143,137,6,41,27,14
OR-503,Central Oregon CoC,742,310,432,390,140,250,352,170,182,203,22,181
OR-505,Oregon Balance of State CoC,"6,777","2,446","4,331","3,109","1,122","1,987","3,668","1,324","2,344",937,366,571
OR-506,Hillsboro/Beaverton/Washington County CoC,748,212,536,373,46,327,375,166,209,182,0,182
OR-507,Clackamas County CoC,"1,826",127,"1,699","1,364",18,"1,346",462,109,353,196,0,196
PA-500,Philadelphia CoC,"6,304","5,798",506,"3,054","2,548",506,"3,250","3,250",0,596,186,410
PA-501,Harrisburg/Dauphin County CoC,421,365,56,241,185,56,180,180,0,154,115,39
PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,778,727,51,272,221,51,506,506,0,92,55,37
PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,202,199,3,131,128,3,71,71,0,23,22,1
PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,469,431,38,181,148,33,288,283,5,67,50,17
PA-505,Chester County CoC,351,334,17,180,163,17,171,171,0,61,61,0
PA-506,Reading/Berks County CoC,385,378,7,223,216,7,162,162,0,48,45,3
PA-508,Scranton/Lackawanna County CoC,280,228,52,118,90,28,162,138,24,33,23,10
PA-509,Eastern Pennsylvania CoC,"1,908","1,771",137,791,662,129,"1,117","1,109",8,145,83,62
PA-510,Lancaster City & County CoC,666,649,17,380,366,14,286,283,3,45,44,1
PA-511,Bristol/Bensalem/Bucks County CoC,474,440,34,170,144,26,304,296,8,22,17,5
PA-600,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,"1,418","1,136",282,907,625,282,511,511,0,329,173,156
PA-601,Western Pennsylvania CoC,831,811,20,427,407,20,404,404,0,88,76,12
PA-603,Beaver County CoC,220,202,18,133,121,12,87,81,6,14,5,9
PA-605,Erie City & County CoC,389,350,39,176,167,9,213,183,30,81,72,9
PR-502,Puerto Rico Balance of Commonwealth CoC,"1,775",868,907,"1,597",798,799,178,70,108,"1,045",511,534
PR-503,South/Southeast Puerto Rico CoC,"2,295",457,"1,838","2,133",335,"1,798",162,122,40,"1,150",150,"1,000"
RI-500,Rhode Island Statewide CoC,"1,607","1,556",51,"1,139","1,088",51,468,468,0,220,190,30
SC-500,Charleston/Low Country CoC,416,347,69,337,268,69,79,79,0,55,55,0
SC-501,Greenville/Anderson/Spartanburg Upstate CoC,"1,164","1,008",156,753,600,153,411,408,3,210,140,70
SC-502,Columbia/Midlands CoC,"1,368",929,439,993,612,381,375,317,58,180,102,78
SC-503,Myrtle Beach/Sumter City & County CoC,"1,525",752,773,"1,111",465,646,414,287,127,229,95,134
SD-500,South Dakota Statewide CoC,731,667,64,445,381,64,286,286,0,109,45,64
TN-500,Chattanooga/Southeast Tennessee CoC,513,306,207,363,202,161,150,104,46,162,37,125
TN-501,Memphis/Shelby County CoC,"1,613","1,544",69,978,909,69,635,635,0,53,33,20
TN-502,Knoxville/Knox County CoC,959,842,117,825,717,108,134,125,9,250,190,60
TN-503,Central Tennessee CoC,226,181,45,171,128,43,55,53,2,26,15,11
TN-504,Nashville/Davidson County CoC,"2,236","1,838",398,"2,017","1,619",398,219,219,0,"1,423","1,025",398
TN-506,Oak Ridge/Upper Cumberland CoC,"1,229",196,"1,033",591,155,436,638,41,597,153,62,91
TN-507,Jackson/West Tennessee CoC,"2,214","1,126","1,088","2,022","1,039",983,192,87,105,251,28,223
TN-509,Appalachian Regional CoC,840,641,199,743,558,185,97,83,14,68,37,31
TN-510,Murfreesboro/Rutherford County CoC,204,112,92,160,68,92,44,44,0,62,6,56
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",498,347,151,178,125,53,320,222,98,184,65,119
TX-500,San Antonio/Bexar County CoC,"2,690","1,583","1,107","1,906",830,"1,076",784,753,31,612,298,314
TX-503,Austin/Travis County CoC,"2,641","1,418","1,223","1,978",778,"1,200",663,640,23,529,179,350
TX-600,Dallas City & County/Irving CoC,"3,701","3,525",176,"2,225","2,061",164,"1,476","1,464",12,601,528,73
TX-601,Fort Worth/Arlington/Tarrant County CoC,"2,181","1,986",195,"1,299","1,104",195,882,882,0,209,147,62
TX-603,El Paso City & County CoC,"1,260",964,296,768,478,290,492,486,6,205,69,136
TX-604,Waco/McLennan County CoC,312,226,86,231,151,80,81,75,6,48,29,19
TX-607,Texas Balance of State (BoS) CoC,"15,327","5,644","9,683","7,482","2,908","4,574","7,845","2,736","5,109","1,743",602,"1,141"
TX-611,Amarillo CoC,566,439,127,335,242,93,231,197,34,86,48,38
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",242,235,7,215,208,7,27,27,0,190,183,7
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","7,576","5,457","2,119","5,902","4,037","1,865","1,674","1,420",254,"1,739",613,"1,126"
TX-701,Bryan/College Station/Brazos Valley CoC,265,181,84,223,146,77,42,35,7,58,45,13
UT-500,Salt Lake City & County CoC,"1,811","1,699",112,"1,050",938,112,761,761,0,376,264,112
UT-503,Utah Balance of State CoC,"1,685","1,586",99,"1,015",916,99,670,670,0,228,129,99
UT-504,Provo/Mountainland CoC,299,255,44,177,133,44,122,122,0,96,52,44
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC","1,150","1,078",72,926,854,72,224,224,0,73,54,19
VA-501,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC",685,553,132,470,361,109,215,192,23,83,49,34
VA-502,Roanoke City & County/Salem CoC,597,586,11,433,422,11,164,164,0,247,238,9
VA-503,Virginia Beach CoC,433,394,39,215,176,39,218,218,0,50,30,20
VA-504,Charlottesville CoC,199,185,14,161,147,14,38,38,0,88,77,11
VA-505,Newport News/Hampton/Virginia Peninsula CoC,569,514,55,422,377,45,147,137,10,78,62,16
VA-507,Portsmouth CoC,303,193,110,194,108,86,109,85,24,67,35,32
VA-508,Lynchburg CoC,255,211,44,133,89,44,122,122,0,53,30,23
VA-513,"Harrisburg, Winchester/Western Virginia CoC",229,168,61,88,73,15,141,95,46,36,34,2
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",202,95,107,140,40,100,62,55,7,52,7,45
VA-521,Virginia Balance of State (BoS) CoC,881,599,282,426,256,170,455,343,112,193,75,118
VA-600,Arlington County CoC,511,304,207,322,115,207,189,189,0,138,52,86
VA-601,Fairfax County CoC,"1,730","1,601",129,663,534,129,"1,067","1,067",0,297,193,104
VA-602,Loudoun County CoC,143,108,35,49,25,24,94,83,11,19,7,12
VA-603,City of Alexandria CoC,335,303,32,200,168,32,135,135,0,76,52,24
VA-604,Prince William County CoC,630,392,238,224,118,106,406,274,132,71,39,32
VI-500,Virgin Islands CoC,471,76,395,430,35,395,41,41,0,369,4,365
VT-500,Vermont Balance of State CoC,649,524,125,394,296,98,255,228,27,73,33,40
VT-501,Burlington/Chittenden County CoC,565,533,32,299,275,24,266,258,8,61,46,15
WA-500,Seattle/King County CoC,"8,952","6,089","2,863","5,603","2,776","2,827","3,349","3,313",36,977,611,366
WA-501,Washington Balance of State CoC,"6,557","4,750","1,807","3,125","1,892","1,233","3,432","2,858",574,585,298,287
WA-502,Spokane City & County CoC,"1,229","1,072",157,673,558,115,556,514,42,270,190,80
WA-503,Tacoma/Lakewood/Pierce County CoC,"2,083","1,853",230,748,546,202,"1,335","1,307",28,321,155,166
WA-504,Everett/Snohomish County CoC,"2,356","1,246","1,110","1,163",293,870,"1,193",953,240,217,154,63
WA-507,Yakima City & County CoC,446,300,146,237,179,58,209,121,88,81,64,17
WA-508,Vancouver/Clark County CoC,"1,159",927,232,537,395,142,622,532,90,158,136,22
WI-500,Wisconsin Balance of State CoC,"3,992","3,207",785,"1,588","1,335",253,"2,404","1,872",532,254,219,35
WI-501,Milwaukee City & County CoC,"1,537","1,317",220,974,826,148,563,491,72,314,258,56
WI-502,Racine City & County CoC,354,353,1,250,249,1,104,104,0,11,11,0
WI-503,Madison/Dane County CoC,642,588,54,349,323,26,293,265,28,137,124,13
WV-500,Wheeling/Weirton Area CoC,87,87,0,71,71,0,16,16,0,21,21,0
WV-501,"Huntington/Cabell, Wayne Counties CoC",195,190,5,130,125,5,65,65,0,42,38,4
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",382,331,51,284,233,51,98,98,0,102,59,43
WV-508,West Virginia Balance of State CoC,"1,003",670,333,616,419,197,387,251,136,172,121,51
WY-500,Wyoming Statewide CoC,515,451,64,340,282,58,175,169,6,79,30,49
,Total,"630,227","403,308","226,919","392,131","215,995","176,136","238,096","187,313","50,783","107,212","45,592","61,620"
,,,,,,,,,,,,,
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.",,,,,,,,,,,,,
,,,,,,,,,,,,,
