,"Total Beds (ES,TH,SH)",,,,,,,,,,Emergency Shelter (ES),,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,Permanent Supportive Housing (PSH),,,,,,,,
NC-505,"2,326","2,215","1,408",63.60%,"1,140","1,186",0,256,744,"1,582","1,140","1,029",895,87.00%,134,90,120,332,808,"1,186","1,186","1,186",513,43.30%,136,412,774,0,0,0,0,0.00%,0,792,792,792,679,85.70%,169,169,492,300
NC-506,475,380,264,69.50%,331,144,0,70,221,254,331,278,207,74.50%,0,0,50,139,192,144,144,102,57,55.90%,20,82,62,0,0,0,0,0.00%,0,168,168,168,88,52.40%,0,11,33,135
NC-507,960,921,824,89.50%,562,398,0,116,283,677,562,523,517,98.90%,0,0,66,201,361,398,398,398,307,77.10%,50,82,316,0,0,0,0,0.00%,0,933,933,933,696,74.60%,86,131,375,558
NC-509,197,183,145,79.20%,130,67,0,33,70,127,130,116,116,100.00%,22,9,27,54,76,67,67,67,29,43.30%,6,16,51,0,0,0,0,0.00%,0,137,137,137,137,100.00%,136,38,56,81
NC-511,302,255,209,82.00%,121,181,0,57,180,122,121,107,91,85.00%,0,0,9,31,90,181,181,148,118,79.70%,48,149,32,0,0,0,0,0.00%,0,69,69,69,24,34.80%,0,7,19,50
NC-513,95,95,95,100.00%,66,29,0,10,29,66,66,66,66,100.00%,0,22,0,0,66,29,29,29,29,100.00%,10,29,0,0,0,0,0,0.00%,0,93,93,93,37,39.80%,17,24,68,25
NC-516,132,58,44,75.90%,100,32,0,26,56,76,100,30,20,66.70%,2,7,22,44,56,32,32,28,24,85.70%,4,12,20,0,0,0,0,0.00%,0,48,48,40,32,80.00%,2,7,14,34
ND-500,739,539,535,99.30%,585,154,0,104,324,415,585,450,446,99.10%,0,45,81,234,351,154,154,89,89,100.00%,23,90,64,0,0,0,0,0.00%,0,479,479,479,388,81.00%,95,62,141,338
NE-500,"1,296",909,615,67.70%,671,625,0,266,771,525,671,382,166,43.50%,0,108,123,379,292,625,625,527,449,85.20%,143,392,233,0,0,0,0,0.00%,0,290,290,290,58,20.00%,14,28,82,208
NE-501,"1,568","1,464","1,361",93.00%,867,701,0,198,654,914,867,810,787,97.20%,0,341,86,294,573,701,701,654,574,87.80%,112,360,341,0,0,0,0,0.00%,0,409,409,409,203,49.60%,43,56,187,222
NE-502,943,856,734,85.70%,335,608,0,202,562,381,335,285,285,100.00%,0,80,44,189,146,608,608,571,449,78.60%,158,373,235,0,0,0,0,0.00%,0,119,119,119,119,100.00%,9,60,60,59
NH-500,738,584,508,87.00%,445,293,0,139,457,281,445,319,319,100.00%,78,0,74,232,213,293,293,265,189,71.30%,65,225,68,0,0,0,0,0.00%,0,264,264,264,234,88.60%,58,34,97,167
NH-501,301,283,283,100.00%,120,177,4,62,144,157,120,102,102,100.00%,0,27,9,23,97,177,177,177,177,100.00%,53,121,56,4,4,4,4,100.00%,4,271,271,271,185,68.30%,12,49,141,130
NH-502,321,309,255,82.50%,93,223,5,49,143,178,93,83,59,71.10%,12,0,10,32,61,223,223,221,191,86.40%,39,111,112,5,5,5,5,100.00%,5,521,521,521,470,90.20%,140,94,249,272
NJ-500,415,381,381,100.00%,399,16,0,28,87,328,399,381,381,100.00%,0,131,24,71,328,16,16,0,.,.,4,16,0,0,0,0,0,0.00%,0,57,57,57,57,100.00%,17,0,0,57
NJ-501,238,159,159,100.00%,122,116,0,28,77,161,122,90,90,100.00%,15,"1,265",10,25,97,116,116,69,69,100.00%,18,52,64,0,0,0,0,0.00%,0,186,186,186,155,83.30%,74,9,19,167
NJ-502,489,462,389,84.20%,451,38,0,138,377,112,451,424,351,82.80%,42,549,134,349,102,38,38,38,38,100.00%,4,28,10,0,0,0,0,0.00%,0,109,109,109,109,100.00%,19,16,57,52
NJ-503,455,419,419,100.00%,191,264,0,71,185,270,191,155,155,100.00%,30,183,37,101,90,264,264,264,264,100.00%,34,84,180,0,0,0,0,0.00%,0,280,280,280,144,51.40%,35,31,61,219
NJ-504,"2,373","2,340","2,326",99.40%,"1,570",803,0,311,"1,020","1,353","1,570","1,570","1,556",99.10%,0,0,132,406,"1,164",803,803,770,770,100.00%,179,614,189,0,0,0,0,0.00%,0,681,681,681,681,100.00%,117,121,354,327
NJ-505,146,72,66,91.70%,104,34,8,47,102,44,104,38,38,100.00%,0,60,32,68,36,34,34,26,20,76.90%,15,34,0,8,8,8,8,100.00%,8,38,38,38,38,100.00%,0,5,8,30
NJ-506,457,391,379,96.90%,249,208,0,94,248,209,249,225,225,100.00%,0,"1,006",28,74,175,208,208,166,154,92.80%,66,174,34,0,0,0,0,0.00%,0,254,254,254,150,59.10%,56,20,69,185
NJ-507,361,340,340,100.00%,172,189,0,85,244,117,172,151,151,100.00%,35,543,34,112,60,189,189,189,189,100.00%,51,132,57,0,0,0,0,0.00%,0,127,127,127,42,33.10%,27,19,47,80
NJ-508,241,183,183,100.00%,73,168,0,70,207,34,73,48,48,100.00%,14,330,12,39,34,168,168,135,135,100.00%,58,168,.,0,0,0,0,0.00%,0,256,256,256,215,84.00%,103,19,57,199
NJ-509,280,222,222,100.00%,132,128,20,47,128,152,132,99,99,100.00%,0,135,25,74,58,128,128,103,103,100.00%,22,54,74,20,20,20,20,100.00%,20,139,139,139,127,91.40%,7,20,56,83
NJ-510,106,40,12,30.00%,55,51,0,42,99,7,55,28,0,0.00%,0,427,14,49,6,51,51,12,12,100.00%,28,50,1,0,0,0,0,0.00%,0,69,69,69,55,79.70%,22,14,45,24
NJ-511,395,250,250,100.00%,278,117,0,104,261,134,278,178,178,100.00%,0,180,64,162,116,117,117,72,72,100.00%,40,99,18,0,0,0,0,0.00%,0,415,415,415,378,91.10%,247,7,21,394
NJ-512,63,63,63,100.00%,34,29,0,15,33,30,34,34,34,100.00%,0,0,8,10,24,29,29,29,29,100.00%,7,23,6,0,0,0,0,0.00%,0,99,99,99,99,100.00%,99,0,0,99
NJ-513,302,260,155,59.60%,174,128,0,35,88,214,174,159,60,37.70%,0,129,25,55,119,128,128,101,95,94.10%,10,33,95,0,0,0,0,0.00%,0,114,114,114,32,28.10%,11,0,0,114
NJ-514,620,596,554,93.00%,249,371,0,141,376,244,249,225,225,100.00%,110,216,53,154,95,371,371,371,329,88.70%,88,222,149,0,0,0,0,0.00%,0,796,796,796,444,55.80%,135,101,283,513
NJ-515,327,295,295,100.00%,220,107,0,63,194,133,220,194,194,100.00%,14,"1,105",32,95,125,107,107,101,101,100.00%,31,99,8,0,0,0,0,0.00%,0,309,309,279,279,100.00%,16,49,142,167
NJ-516,188,77,63,81.80%,152,36,0,60,179,9,152,77,63,81.80%,0,343,53,144,8,36,36,0,.,.,7,35,1,0,0,0,0,0.00%,0,30,30,30,30,100.00%,19,0,0,30
NJ-518,36,0,0,.,0,36,0,6,36,0,0,0,0,0.00%,0,377,0,0,0,36,36,0,.,.,6,36,.,0,0,0,0,0.00%,0,25,25,25,17,68.00%,17,4,8,17
NJ-520,84,84,63,75.00%,77,7,0,14,40,44,77,77,56,72.70%,0,0,11,33,44,7,7,7,7,100.00%,3,7,.,0,0,0,0,0.00%,0,5,5,5,5,100.00%,5,0,0,5
NM-500,898,695,396,57.00%,367,531,0,200,517,381,367,282,129,45.70%,335,15,70,139,228,531,531,413,267,64.60%,130,378,153,0,0,0,0,0.00%,0,943,943,943,504,53.40%,238,120,301,642
NM-501,"1,899","1,032",476,46.10%,"1,262",637,0,252,"1,038",861,"1,262",569,172,30.20%,176,0,138,687,575,637,637,463,304,65.70%,114,351,286,0,0,0,0,0.00%,0,503,503,503,416,82.70%,192,65,180,323
NV-500,"3,778","3,613","2,000",55.40%,852,"2,901",25,382,"1,161","2,617",852,712,584,82.00%,185,50,97,264,588,"2,901","2,901","2,876","1,391",48.40%,285,897,"2,004",25,25,25,25,100.00%,25,"1,729","1,729","1,729",755,43.70%,379,182,505,"1,224"
NV-501,713,661,332,50.20%,421,292,0,71,230,483,421,390,332,85.10%,75,0,47,164,257,292,292,271,0,0.00%,24,66,226,0,0,0,0,0.00%,0,441,441,441,194,44.00%,82,33,90,351
NV-502,284,133,128,96.20%,210,74,0,80,248,36,210,83,83,100.00%,28,317,38,187,23,74,74,50,45,90.00%,42,61,13,0,0,0,0,0.00%,0,158,158,158,65,41.10%,14,20,63,95
NY-500,750,712,643,90.30%,484,254,12,153,421,329,484,446,377,84.50%,15,38,89,263,221,254,254,254,254,100.00%,64,158,96,12,12,12,12,100.00%,12,"1,788","1,788","1,788","1,643",91.90%,77,384,"1,045",743
NY-501,320,274,195,71.20%,49,271,0,23,55,265,49,15,15,100.00%,0,21,8,15,34,271,271,259,180,69.50%,15,40,231,0,0,0,0,0.00%,0,309,309,309,274,88.70%,25,35,45,264
NY-502,62,53,28,52.80%,53,9,0,15,39,23,53,44,19,43.20%,0,0,12,30,23,9,9,9,9,100.00%,3,9,0,0,0,0,0,0.00%,0,38,38,38,38,100.00%,5,10,23,15
NY-503,466,415,350,84.30%,279,187,0,64,137,329,279,249,249,100.00%,19,229,47,99,180,187,187,166,101,60.80%,17,38,149,0,0,0,0,0.00%,0,804,804,804,616,76.60%,68,123,340,464
NY-504,41,33,30,90.90%,24,17,0,16,33,8,24,16,13,81.30%,0,9,8,18,6,17,17,17,17,100.00%,8,15,2,0,0,0,0,0.00%,0,46,46,46,46,100.00%,2,7,13,33
NY-505,725,689,683,99.10%,377,348,0,85,222,503,377,341,335,98.20%,0,22,28,88,289,348,348,348,348,100.00%,57,134,214,0,0,0,0,0.00%,0,"1,024","1,024","1,024","1,016",99.20%,145,114,295,729
NY-506,30,0,0,.,30,0,0,6,20,10,30,0,0,0.00%,8,52,6,20,10,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,2,2,2,0,0.00%,0,0,0,2
NY-507,180,160,45,28.10%,145,35,0,24,61,119,145,125,28,22.40%,0,182,16,42,103,35,35,35,17,48.60%,8,19,16,0,0,0,0,0.00%,0,393,393,393,393,100.00%,40,53,157,236
NY-508,929,850,626,73.60%,487,426,16,135,421,508,487,487,308,63.20%,0,0,31,154,333,426,426,347,302,87.00%,104,267,159,16,16,16,16,100.00%,16,836,836,836,640,76.60%,35,15,36,800
NY-509,44,26,0,0.00%,24,20,0,10,11,33,24,6,0,0.00%,0,0,9,10,14,20,20,20,0,0.00%,1,1,19,0,0,0,0,0.00%,0,103,103,103,0,0.00%,103,4,9,94
NY-510,54,45,45,100.00%,18,36,0,13,31,23,18,9,9,100.00%,0,10,5,9,9,36,36,36,36,100.00%,8,22,14,0,0,0,0,0.00%,0,57,57,57,57,100.00%,26,6,22,35
NY-511,263,243,210,86.40%,108,155,0,18,47,216,108,88,84,95.50%,2,7,14,31,77,155,155,155,126,81.30%,4,16,139,0,0,0,0,0.00%,0,230,230,230,226,98.30%,60,42,96,134
NY-512,100,74,70,94.60%,65,35,0,27,67,33,65,47,43,91.50%,10,90,16,42,23,35,35,27,27,100.00%,11,25,10,0,0,0,0,0.00%,0,503,503,476,476,100.00%,43,79,255,248
NY-513,111,102,20,19.60%,87,24,0,15,38,73,87,78,2,2.60%,0,0,15,38,49,24,24,24,18,75.00%,.,.,24,0,0,0,0,0.00%,0,20,20,20,20,100.00%,0,4,12,8
NY-514,142,136,100,73.50%,79,63,0,40,94,48,79,73,51,69.90%,0,0,16,38,41,63,63,63,49,77.80%,24,56,7,0,0,0,0,0.00%,0,39,39,39,39,100.00%,0,8,21,18
NY-516,150,141,141,100.00%,92,58,0,8,39,111,92,83,83,100.00%,0,45,8,39,53,58,58,58,58,100.00%,.,.,58,0,0,0,0,0.00%,0,99,99,99,99,100.00%,14,15,66,33
NY-517,74,65,50,76.90%,24,50,0,16,56,18,24,15,0,0.00%,0,1,1,7,17,50,50,50,50,100.00%,15,49,1,0,0,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0
NY-518,202,135,86,63.70%,126,76,0,40,100,102,126,104,64,61.50%,0,10,20,47,79,76,76,31,22,71.00%,20,53,23,0,0,0,0,0.00%,0,547,547,547,455,83.20%,34,120,280,267
NY-519,33,0,0,.,25,8,0,27,31,2,25,0,0,0.00%,0,152,23,23,2,8,8,0,.,.,4,8,0,0,0,0,0,0.00%,0,32,32,32,22,68.80%,6,7,17,15
NY-520,15,6,6,100.00%,15,0,0,4,9,6,15,6,6,100.00%,0,0,4,9,6,0,0,0,0,0.00%,0,0,0,0,0,0,0,0.00%,0,37,37,37,37,100.00%,18,0,0,37
NY-522,194,155,0,0.00%,44,150,0,50,111,83,44,5,0,0.00%,0,11,14,39,5,150,150,150,0,0.00%,36,72,78,0,0,0,0,0.00%,0,65,65,65,60,92.30%,8,8,20,45
NY-523,110,71,59,83.10%,60,50,0,32,61,49,60,45,33,73.30%,0,177,22,32,28,50,50,26,26,100.00%,10,29,21,0,0,0,0,0.00%,0,111,111,105,103,98.10%,10,14,41,70
NY-524,248,202,0,0.00%,81,167,0,22,61,187,81,57,0,0.00%,0,0,12,30,51,167,167,145,0,0.00%,10,31,136,0,0,0,0,0.00%,0,194,194,194,0,0.00%,16,27,56,138
NY-600,"52,692","49,237","45,327",92.10%,"45,767","6,819",106,"10,858","33,680","19,012","45,767","43,539","41,661",95.70%,0,182,"10,250","31,852","13,915","6,819","6,819","5,592","3,560",63.70%,608,"1,828","4,991",106,106,106,106,100.00%,106,"27,449","27,449","27,127","13,004",47.90%,"7,593","2,619","8,244","19,205"
NY-601,461,382,296,77.50%,264,197,0,140,283,178,264,220,138,62.70%,0,34,95,178,86,197,197,162,158,97.50%,45,105,92,0,0,0,0,0.00%,0,197,197,197,112,56.90%,29,40,98,99
NY-602,255,242,222,91.70%,209,46,0,60,143,112,209,196,176,89.80%,0,36,44,97,112,46,46,46,46,100.00%,16,46,.,0,0,0,0,0.00%,0,247,247,247,213,86.20%,55,64,136,111
NY-603,"1,900","1,900","1,061",55.80%,"1,279",621,0,346,"1,468",432,"1,279","1,279",568,44.40%,70,400,265,"1,067",212,621,621,621,493,79.40%,81,401,220,0,0,0,0,0.00%,0,"1,519","1,519","1,519","1,107",72.90%,80,243,971,548
NY-604,"2,542","2,472","2,307",93.30%,644,"1,898",0,503,"1,793",749,644,595,506,85.00%,21,0,93,186,458,"1,898","1,898","1,877","1,801",96.00%,410,"1,607",291,0,0,0,0,0.00%,0,"1,492","1,492","1,492","1,324",88.70%,126,147,396,"1,096"
NY-605,745,647,243,37.60%,566,179,0,186,517,228,566,551,178,32.30%,100,106,142,410,156,179,179,96,65,67.70%,44,107,72,0,0,0,0,0.00%,0,793,793,772,654,84.70%,29,184,509,284
NY-606,119,79,64,81.00%,61,58,0,36,86,33,61,46,40,87.00%,0,0,26,61,0,58,58,33,24,72.70%,10,25,33,0,0,0,0,0.00%,0,375,375,375,294,78.40%,25,59,110,265
NY-607,19,10,10,100.00%,10,0,9,0,0,19,10,10,10,100.00%,0,220,0,0,10,0,0,0,0,0.00%,0,0,0,9,9,0,.,.,9,54,54,54,54,100.00%,12,9,18,36
NY-608,107,90,76,84.40%,77,30,0,30,66,41,77,60,46,76.70%,0,118,18,54,23,30,30,30,30,100.00%,12,12,18,0,0,0,0,0.00%,0,179,179,179,136,76.00%,41,39,90,89
OH-500,"1,349","1,200","1,180",98.30%,608,741,0,146,595,754,608,543,523,96.30%,0,20,16,225,383,741,741,657,657,100.00%,130,370,371,0,0,0,0,0.00%,0,"1,642","1,642","1,642","1,492",90.90%,218,185,525,"1,117"
OH-501,950,888,744,83.80%,488,450,12,126,361,589,488,460,367,79.80%,0,100,63,163,325,450,450,416,365,87.70%,63,198,252,12,12,12,12,100.00%,12,767,767,767,669,87.20%,235,117,299,468
OH-502,"2,143","2,098","1,605",76.50%,"1,160",963,20,214,570,"1,573","1,160","1,115",764,68.50%,0,95,112,299,861,963,963,963,821,85.30%,102,271,692,20,20,20,20,100.00%,20,"3,970","3,970","3,970","3,026",76.20%,"1,338",636,"1,631","2,339"
OH-503,942,908,878,96.70%,766,176,0,162,309,633,766,732,716,97.80%,140,70,126,235,531,176,176,176,162,92.00%,36,74,102,0,0,0,0,0.00%,0,"1,856","1,856","1,856","1,704",91.80%,520,209,456,"1,400"
OH-504,298,271,271,100.00%,181,116,1,57,192,106,181,154,154,100.00%,0,0,31,100,81,116,116,116,116,100.00%,26,92,24,1,1,1,1,100.00%,1,268,268,268,268,100.00%,69,56,185,83
OH-505,894,851,733,86.10%,479,390,25,158,399,495,479,443,443,100.00%,0,60,66,166,313,390,390,383,265,69.20%,92,233,157,25,25,25,25,100.00%,25,854,854,854,854,100.00%,168,131,317,537
OH-506,683,561,462,82.40%,304,371,8,148,376,307,304,264,261,98.90%,0,60,69,161,143,371,371,289,193,66.80%,79,215,156,8,8,8,8,100.00%,8,381,381,381,314,82.40%,147,38,102,279
OH-507,"4,028","3,419","2,900",84.80%,"1,897","2,121",10,790,"2,421","1,607","1,897","1,415","1,097",77.50%,113,118,306,900,997,"2,121","2,121","1,994","1,793",89.90%,484,"1,521",600,10,10,10,10,100.00%,10,"1,724","1,724","1,724","1,535",89.00%,204,187,543,"1,181"
OH-508,406,361,334,92.50%,214,172,20,87,248,158,214,169,142,84.00%,0,16,43,123,91,172,172,172,172,100.00%,44,125,47,20,20,20,20,100.00%,20,372,372,372,329,88.40%,133,32,105,267
OK-500,290,204,153,75.00%,192,98,0,68,182,108,192,124,73,58.90%,0,10,42,130,62,98,98,80,80,100.00%,26,52,46,0,0,0,0,0.00%,0,2,2,2,2,100.00%,2,0,0,2
OK-501,820,705,675,95.70%,517,253,50,126,311,509,517,431,431,100.00%,0,153,77,192,325,253,253,224,194,86.60%,49,119,134,50,50,50,50,100.00%,50,216,216,216,153,70.80%,117,1,3,213
OK-502,"1,042",945,679,71.90%,781,261,0,89,240,802,781,726,538,74.10%,0,40,56,127,654,261,261,219,141,64.40%,33,113,148,0,0,0,0,0.00%,0,448,448,433,287,66.30%,154,27,87,361
OK-503,191,124,54,43.50%,122,69,0,35,93,98,122,70,0,0.00%,0,0,17,45,77,69,69,54,54,100.00%,18,48,21,0,0,0,0,0.00%,0,51,51,51,34,66.70%,32,7,19,32
OK-504,195,181,155,85.60%,44,151,0,57,146,49,44,30,30,100.00%,0,38,6,24,20,151,151,151,125,82.80%,51,122,29,0,0,0,0,0.00%,0,34,34,34,34,100.00%,2,10,18,16
OK-505,404,309,118,38.20%,327,77,0,61,186,218,327,240,57,23.80%,0,0,48,152,175,77,77,69,61,88.40%,13,34,43,0,0,0,0,0.00%,0,40,40,25,15,60.00%,24,3,8,32
OK-506,200,200,137,68.50%,130,61,9,27,74,126,130,130,80,61.50%,0,12,16,33,97,61,61,61,57,93.40%,11,41,20,9,9,9,0,0.00%,9,0,0,0,0,0.00%,0,0,0,0
OK-507,490,270,27,10.00%,418,72,0,151,308,182,418,206,22,10.70%,0,42,138,275,143,72,72,64,5,7.80%,13,33,39,0,0,0,0,0.00%,0,55,55,55,55,100.00%,0,15,50,5
OR-500,855,806,426,52.90%,445,382,28,138,403,452,445,424,44,10.40%,35,246,29,91,354,382,382,354,354,100.00%,109,312,70,28,28,28,28,100.00%,28,218,218,218,171,78.40%,111,21,55,163
OR-501,"2,629","2,313","1,914",82.70%,606,"2,023",0,541,"1,403","1,226",606,507,297,58.60%,205,75,116,217,389,"2,023","2,023","1,806","1,617",89.50%,425,"1,186",837,0,0,0,0,0.00%,0,"2,870","2,870","2,870","1,995",69.50%,595,254,769,"2,101"
OR-502,589,555,81,14.60%,246,343,0,77,242,347,246,212,0,0.00%,12,0,14,91,155,343,343,343,81,23.60%,63,151,192,0,0,0,0,0.00%,0,522,522,522,55,10.50%,99,70,154,368
OR-503,345,318,215,67.60%,135,210,0,83,232,113,135,108,79,73.10%,0,38,21,73,62,210,210,210,136,64.80%,62,159,51,0,0,0,0,0.00%,0,43,43,43,0,0.00%,43,4,16,27
OR-505,"2,549","2,270",845,37.20%,"1,160","1,384",5,426,"1,219","1,330","1,160",940,94,10.00%,45,222,162,449,711,"1,384","1,384","1,325",746,56.30%,264,770,614,5,5,5,5,100.00%,5,701,701,701,164,23.40%,122,98,275,426
OR-506,274,248,242,97.60%,98,166,10,76,216,58,98,72,72,100.00%,0,0,26,93,5,166,166,166,160,96.40%,50,123,43,10,10,10,10,100.00%,10,350,350,350,350,100.00%,47,60,164,186
OR-507,136,105,105,100.00%,34,102,0,48,118,18,34,16,16,100.00%,0,0,9,30,4,102,102,89,89,100.00%,39,88,14,0,0,0,0,0.00%,0,216,216,210,210,100.00%,19,34,113,103
PA-500,"6,103","5,918","4,865",82.20%,"3,727","2,306",70,"1,022","3,279","2,824","3,727","3,627","2,820",77.80%,348,37,516,"1,535","2,192","2,306","2,306","2,221","1,975",88.90%,506,"1,744",562,70,70,70,70,100.00%,70,"4,732","4,732","4,732","4,195",88.70%,646,847,"2,877","1,855"
PA-501,388,370,342,92.40%,187,176,25,72,201,187,187,169,164,97.00%,32,23,28,82,105,176,176,176,153,86.90%,44,119,57,25,25,25,25,100.00%,25,157,157,157,105,66.90%,42,15,47,110
PA-502,684,633,561,88.60%,371,313,0,143,447,237,371,348,312,89.70%,0,55,69,200,171,313,313,285,249,87.40%,74,247,66,0,0,0,0,0.00%,0,277,277,277,252,91.00%,36,33,117,160
PA-503,238,191,173,90.60%,102,136,0,33,91,147,102,80,80,100.00%,0,105,11,26,76,136,136,111,93,83.80%,22,65,71,0,0,0,0,0.00%,0,246,246,246,225,91.50%,32,40,151,95
PA-504,460,370,349,94.30%,204,256,0,102,364,96,204,183,162,88.50%,45,15,35,142,62,256,256,187,187,100.00%,67,222,34,0,0,0,0,0.00%,0,183,183,183,183,100.00%,58,18,58,125
PA-505,799,703,276,39.30%,323,468,8,81,255,544,323,307,112,36.50%,12,0,20,66,257,468,468,388,156,40.20%,61,189,279,8,8,8,8,100.00%,8,394,394,394,265,67.30%,17,71,172,222
PA-506,479,401,341,85.00%,186,293,0,73,248,231,186,160,100,62.50%,40,0,15,61,125,293,293,241,241,100.00%,58,187,106,0,0,0,0,0.00%,0,304,304,304,274,90.10%,58,44,139,165
PA-507,"1,247",862,712,82.60%,633,614,0,251,829,418,633,338,265,78.40%,20,34,116,401,232,614,614,524,447,85.30%,135,428,186,0,0,0,0,0.00%,0,433,433,433,243,56.10%,74,31,79,354
PA-508,229,208,208,100.00%,53,176,0,54,152,77,53,41,41,100.00%,24,7,9,23,30,176,176,167,167,100.00%,45,129,47,0,0,0,0,0.00%,0,51,51,51,51,100.00%,51,0,0,51
PA-509,921,757,622,82.20%,325,596,0,198,658,263,325,221,189,85.50%,40,3,48,182,143,596,596,536,433,80.80%,150,476,120,0,0,0,0,0.00%,0,330,330,330,330,100.00%,96,42,125,205
PA-510,642,581,570,98.10%,260,382,0,123,365,277,260,222,222,100.00%,65,3,41,128,132,382,382,359,348,96.90%,82,237,145,0,0,0,0,0.00%,0,157,157,157,112,71.30%,25,23,61,96
PA-511,489,476,434,91.20%,96,393,0,125,368,121,96,83,82,98.80%,0,20,26,70,26,393,393,393,352,89.60%,99,298,95,0,0,0,0,0.00%,0,44,44,44,36,81.80%,22,0,0,44
PA-512,390,291,291,100.00%,213,177,0,37,200,190,213,176,176,100.00%,0,9,12,101,112,177,177,115,115,100.00%,25,99,78,0,0,0,0,0.00%,0,159,159,159,159,100.00%,8,1,2,157
PA-600,"1,484","1,360","1,112",81.80%,478,968,38,269,746,738,478,405,281,69.40%,108,15,61,190,288,968,968,917,793,86.50%,208,556,412,38,38,38,38,100.00%,38,"1,238","1,238","1,238","1,083",87.50%,389,258,782,456
PA-601,742,595,542,91.10%,341,369,32,105,414,328,341,250,197,78.80%,0,32,28,171,170,369,369,313,313,100.00%,77,243,126,32,32,32,32,100.00%,32,391,391,332,232,69.90%,60,53,158,233
PA-602,476,295,120,40.70%,325,151,0,66,224,252,325,188,35,18.60%,0,11,37,141,184,151,151,107,85,79.40%,29,83,68,0,0,0,0,0.00%,0,343,343,315,282,89.50%,53,37,104,239
PA-603,130,95,95,100.00%,43,87,0,18,60,70,43,18,18,100.00%,10,0,9,31,12,87,87,77,77,100.00%,9,29,58,0,0,0,0,0.00%,0,129,129,129,129,100.00%,5,15,42,87
PA-605,462,349,337,96.60%,281,181,0,81,255,207,281,196,196,100.00%,0,2,33,138,143,181,181,153,141,92.20%,48,117,64,0,0,0,0,0.00%,0,327,327,327,327,100.00%,53,46,117,210
PR-502,"1,260","1,036",981,94.70%,356,882,22,99,234,"1,026",356,230,221,96.10%,0,0,30,67,289,882,882,784,747,95.30%,69,167,715,22,22,22,13,59.10%,22,840,840,840,565,67.30%,294,114,220,620
PR-503,793,592,592,100.00%,262,476,55,72,280,513,262,173,173,100.00%,0,0,6,87,175,476,476,364,364,100.00%,66,193,283,55,55,55,55,100.00%,55,228,228,228,228,100.00%,129,37,106,122
RI-500,"1,300","1,170",998,85.30%,767,515,18,270,662,638,767,657,577,87.80%,117,23,138,345,422,515,515,495,404,81.60%,132,317,198,18,18,18,17,94.40%,18,"1,731","1,731","1,731","1,291",74.60%,294,201,652,"1,079"
SC-500,467,407,178,43.70%,209,258,0,26,137,330,209,149,124,83.20%,10,0,21,92,117,258,258,258,54,20.90%,5,45,213,0,0,0,0,0.00%,0,215,215,215,58,27.00%,50,2,18,197
SC-501,"1,736","1,533","1,098",71.60%,825,899,12,167,736,"1,000",825,637,443,69.50%,213,242,35,332,493,899,899,884,643,72.70%,132,404,495,12,12,12,12,100.00%,12,178,178,178,128,71.90%,107,8,20,158
SC-502,908,781,693,88.70%,327,581,0,137,387,521,327,200,154,77.00%,235,60,51,156,171,581,581,581,539,92.80%,86,231,350,0,0,0,0,0.00%,0,672,672,585,585,100.00%,61,100,333,339
SC-503,680,574,494,86.10%,326,354,0,93,320,360,326,248,216,87.10%,0,94,40,133,193,354,354,326,278,85.30%,53,187,167,0,0,0,0,0.00%,0,413,413,413,357,86.40%,57,81,261,152
SD-500,"1,319",947,307,32.40%,718,601,0,257,713,606,718,346,164,47.40%,0,42,162,451,267,601,601,601,143,23.80%,95,262,339,0,0,0,0,0.00%,0,281,281,281,245,87.20%,121,49,133,148
TN-500,301,257,253,98.40%,169,132,0,51,161,140,169,169,165,97.60%,0,92,12,44,125,132,132,88,88,100.00%,39,117,15,0,0,0,0,0.00%,0,404,404,385,311,80.80%,109,51,153,251
TN-501,"1,865","1,769","1,367",77.30%,466,"1,399",0,237,837,"1,028",466,440,353,80.20%,0,200,51,166,300,"1,399","1,399","1,329","1,014",76.30%,186,671,728,0,0,0,0,0.00%,0,546,546,546,325,59.50%,181,41,121,425
TN-502,876,849,662,78.00%,402,474,0,76,206,670,402,385,380,98.70%,0,172,32,68,334,474,474,464,282,60.80%,44,138,336,0,0,0,0,0.00%,0,914,914,851,680,79.90%,280,184,420,494
TN-503,345,260,169,65.00%,194,151,0,25,85,260,194,123,86,69.90%,0,29,18,55,139,151,151,137,83,60.60%,7,30,121,0,0,0,0,0.00%,0,124,124,124,124,100.00%,24,12,48,76
TN-504,"1,606","1,485",486,32.70%,725,865,16,130,387,"1,219",725,662,93,14.00%,240,0,55,157,568,865,865,807,377,46.70%,75,230,635,16,16,16,16,100.00%,16,"1,071","1,071","1,071",764,71.30%,125,204,445,626
TN-506,277,209,97,46.40%,217,60,0,38,121,156,217,153,41,26.80%,0,0,27,84,133,60,60,56,56,100.00%,11,37,23,0,0,0,0,0.00%,0,65,65,65,65,100.00%,63,30,51,14
TN-507,479,421,42,10.00%,243,228,8,52,160,319,243,216,0,0.00%,0,15,33,98,145,228,228,197,34,17.30%,19,62,166,8,8,8,8,100.00%,8,181,181,181,181,100.00%,31,12,31,150
