,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)","HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)",Total Year-Round Beds (ES),Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),HMIS Participation Rate for Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Total Year-Round Beds (TH),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),HMIS Participation Rate for Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Total Year-Round Beds (SH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),HMIS Participation Rate for Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Total Year-Round Beds (RRH & DEM),Total Non-DV Year-Round Beds (RRH & DEM),Total HMIS Year-Round Beds (RRH & DEM),HMIS Participation Rate for Year-Round Beds (RRH & DEM),Total Units for Households with Children (RRH & DEM),Total Beds for Households with Children (RRH & DEM),Total Beds for Households without Children (RRH & DEM),Total Beds for Households with only Children (RRH & DEM),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),HMIS Participation Rate for Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Total Year-Round Beds (DEM),Total Non-DV Year-Round Beds (DEM),Total HMIS Year-Round Beds (DEM),HMIS Participation Rate for Year-Round Beds (DEM),Total Units for Households with Children (DEM),Total Beds for Households with Children (DEM),Total Beds for Households without Children (DEM),Total Beds for Households with only Children (DEM),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),HMIS Participation Rate for Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),HMIS Participation Rate for Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH)
TX-503,1271,1001,969,76.24%,849,406,16,194,612,649,10,849,743,743,87.51%,0,38,82,274,565,10,406,242,210,51.72%,112,338,68,0,16,16,16,1,0,0,16,0,201,201,201,100.00%,28,94,107,0,153,153,153,100.00%,12,46,107,0,48,48,48,1,16,48,0,0,1248,1232,1066,85.42%,102,345,903,0,102,102,102,1,34,102,0,0
TX-600,3698,3094,934,25.26%,2365,1308,25,473,1798,1870,30,2365,2060,395,16.70%,0,154,177,798,1537,30,1308,1009,514,39.30%,296,1000,308,0,25,25,25,1,0,0,25,0,252,251,251,99.60%,59,178,72,2,252,251,251,99.60%,59,178,72,2,0,0,0,.,0,0,0,0,2138,2138,1323,61.88%,320,675,1463,0,1044,1044,1044,100.00%,270,754,290,0
TX-601,1793,1527,1171,65.31%,1328,445,20,190,719,1058,16,1328,1164,808,60.84%,42,152,101,436,876,16,445,343,343,77.08%,89,283,162,0,20,20,20,1,0,0,20,0,789,722,722,91.51%,163,518,271,0,789,722,722,91.51%,163,518,271,0,0,0,0,.,0,0,0,0,1717,1695,1378,80.26%,230,598,1119,0,190,190,187,98.42%,41,96,94,0
TX-603,1291,1190,774,59.95%,749,522,20,159,624,660,7,749,663,412,55.01%,0,45,41,237,505,7,522,507,362,69.35%,118,387,135,0,20,20,0,0.00%,0,0,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,76,76,76,100.00%,4,12,64,0,0,0,0,.,0,0,0,0
TX-604,238,165,150,63.03%,123,112,3,38,134,104,0,123,68,68,55.28%,0,25,17,56,67,0,112,94,82,73.21%,21,78,34,0,3,3,0,0.00%,0,0,3,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,103,90,30,29.13%,5,9,94,0,0,0,0,.,0,0,0,0
TX-607,5076,3193,1892,37.27%,3760,1316,0,764,2762,2270,44,3760,2358,1372,36.49%,0,177,445,1711,2011,38,1316,835,520,39.51%,319,1051,259,6,0,0,0,.,0,0,0,0,554,266,156,28.16%,112,442,112,0,554,266,156,28.16%,112,442,112,0,0,0,0,.,0,0,0,0,1045,1045,288,27.56%,134,369,676,0,0,0,0,.,0,0,0,0
TX-611,612,588,588,96.08%,543,69,0,72,261,351,0,543,519,519,95.58%,0,21,54,199,344,0,69,69,69,100.00%,18,62,7,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,150,150,150,100.00%,94,109,41,0,0,0,0,.,0,0,0,0
TX-624,438,349,313,71.46%,402,36,0,10,160,244,34,402,313,277,68.91%,0,0,9,144,224,34,36,36,36,100.00%,1,16,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,20,20,20,100.00%,0,0,20,0,0,0,0,.,0,0,0,0
TX-700,3401,2906,2884,84.80%,1613,1788,0,319,1234,2148,19,1613,1334,1334,82.70%,5,83,154,663,931,19,1788,1572,1550,86.69%,165,571,1217,0,0,0,0,.,0,0,0,0,1270,1025,1025,80.71%,338,1083,187,0,1270,1025,1025,80.71%,338,1083,187,0,0,0,0,.,0,0,0,0,4818,4609,2544,52.80%,834,1945,2873,0,0,0,0,.,0,0,0,0
TX-701,229,184,178,77.73%,163,66,0,35,72,157,0,163,118,118,72.39%,12,0,22,46,117,0,66,66,60,90.91%,13,26,40,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0
UT-500,1517,1198,1078,71.06%,1079,438,0,133,492,1022,3,1079,834,771,71.46%,580,23,89,354,722,3,438,364,307,70.09%,44,138,300,0,0,0,0,.,0,0,0,0,655,655,655,100.00%,170,598,57,0,655,655,655,100.00%,170,598,57,0,0,0,0,.,0,0,0,0,1939,1939,1640,84.58%,272,874,1065,0,0,0,0,.,0,0,0,0
UT-503,819,394,338,41.27%,640,179,0,125,435,364,20,640,361,305,47.66%,0,15,79,290,330,20,179,33,33,18.44%,46,145,34,0,0,0,0,.,0,0,0,0,254,254,254,100.00%,71,238,16,0,254,254,254,100.00%,71,238,16,0,0,0,0,.,0,0,0,0,288,288,278,96.53%,41,121,167,0,0,0,0,.,0,0,0,0
UT-504,163,104,104,63.80%,91,72,0,30,87,64,12,91,55,55,60.44%,0,0,14,46,33,12,72,49,49,68.06%,16,41,31,0,0,0,0,.,0,0,0,0,103,103,103,100.00%,25,86,17,0,103,103,103,100.00%,25,86,17,0,0,0,0,.,0,0,0,0,166,160,160,96.39%,20,66,100,0,2,2,2,1,0,0,2,0
VA-500,660,615,564,85.45%,348,296,16,44,156,504,0,348,316,303,87.07%,0,122,37,139,209,0,296,283,245,82.77%,7,17,279,0,16,16,16,100.00%,0,0,16,0,454,398,398,87.67%,119,360,94,0,454,398,398,87.67%,119,360,94,0,0,0,0,.,0,0,0,0,1047,1047,518,49.47%,145,491,556,0,0,0,0,.,0,0,0,0
VA-501,577,496,175,30.33%,397,180,0,51,174,403,0,397,355,79,19.90%,218,6,23,85,312,0,180,141,96,53.33%,28,89,91,0,0,0,0,.,0,0,0,0,396,307,307,77.53%,99,358,38,0,396,307,307,77.53%,99,358,38,0,0,0,0,.,0,0,0,0,546,546,328,60.07%,74,279,267,0,157,157,110,0.7006,1,3,154,0
VA-502,508,430,420,82.68%,496,12,0,23,161,347,0,496,418,408,82.26%,0,2,23,161,335,0,12,12,12,100.00%,0,0,12,0,0,0,0,.,0,0,0,0,90,90,90,100.00%,17,55,35,0,90,90,90,100.00%,17,55,35,0,0,0,0,.,0,0,0,0,119,119,119,100.00%,20,67,52,0,0,0,0,.,0,0,0,0
VA-503,283,235,231,81.63%,125,158,0,42,163,99,21,125,77,77,61.60%,64,7,6,36,68,21,158,158,154,97.47%,36,127,31,0,0,0,0,.,0,0,0,0,103,41,41,39.81%,12,64,39,0,41,41,41,100.00%,2,5,36,0,62,0,0,0,10,59,3,0,454,454,454,100.00%,37,153,301,0,83,83,83,100.00%,5,9,74,0
VA-504,131,104,14,10.69%,87,44,0,21,61,66,4,87,62,4,4.60%,65,0,9,17,66,4,44,42,10,22.73%,12,44,0,0,0,0,0,.,0,0,0,0,38,38,38,100.00%,2,4,34,0,38,38,38,100.00%,2,4,34,0,0,0,0,.,0,0,0,0,67,67,67,100.00%,0,0,67,0,0,0,0,.,0,0,0,0
VA-505,387,310,206,53.23%,254,111,22,60,188,199,0,254,205,125,49.21%,165,0,37,120,134,0,111,83,59,53.15%,23,68,43,0,22,22,22,1,0,0,22,0,244,215,215,88.11%,61,194,50,0,244,215,215,88.11%,61,194,50,0,0,0,0,.,0,0,0,0,669,669,157,23.47%,67,237,432,0,138,138,138,100.00%,18,50,88,0
VA-507,89,47,47,52.81%,67,22,0,20,55,34,0,67,25,25,37.31%,70,0,17,46,21,0,22,22,22,100.00%,3,9,13,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,105,105,105,100.00%,11,35,70,0,60,60,60,1,0,0,60,0
VA-508,223,173,173,77.58%,152,71,0,36,119,104,0,152,102,102,67.11%,10,23,26,80,72,0,71,71,71,100.00%,10,39,32,0,0,0,0,.,0,0,0,0,44,44,44,100.00%,11,31,13,0,44,44,44,100.00%,11,31,13,0,0,0,0,.,0,0,0,0,42,42,40,95.24%,8,19,23,0,0,0,0,.,0,0,0,0
VA-513,260,183,135,51.92%,260,0,0,35,126,134,0,260,183,135,51.92%,75,5,35,126,134,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,102,63,63,61.76%,28,80,22,0,102,63,63,61.76%,28,80,22,0,0,0,0,.,0,0,0,0,70,70,70,100.00%,4,9,61,0,0,0,0,.,0,0,0,0
VA-514,156,126,126,80.77%,118,38,0,30,95,61,0,118,88,88,74.58%,37,24,17,57,61,0,38,38,38,100.00%,13,38,0,0,0,0,0,.,0,0,0,0,153,105,105,68.63%,33,121,32,0,153,105,105,68.63%,33,121,32,0,0,0,0,.,0,0,0,0,124,124,41,33.06%,12,47,77,0,0,0,0,.,0,0,0,0
VA-521,790,524,226,28.61%,608,182,0,125,534,256,0,608,378,226,37.17%,94,3,88,379,229,0,182,146,0,0.00%,37,155,27,0,0,0,0,.,0,0,0,0,351,351,351,100.00%,93,310,41,0,351,351,351,100.00%,93,310,41,0,0,0,0,.,0,0,0,0,30,30,30,100.00%,0,0,30,0,0,0,0,.,0,0,0,0
VA-600,205,190,190,92.68%,179,20,6,22,88,117,0,179,164,164,91.62%,25,0,21,80,99,0,20,20,20,100.00%,1,8,12,0,6,6,6,1,0,0,6,0,161,161,146,90.68%,49,143,18,0,161,161,146,90.68%,49,143,18,0,0,0,0,.,0,0,0,0,193,193,193,100.00%,12,35,158,0,0,0,0,.,0,0,0,0
VA-601,952,694,690,72.48%,473,479,0,215,763,179,10,473,407,407,86.05%,167,78,77,317,148,8,479,287,283,59.08%,138,446,31,2,0,0,0,.,0,0,0,0,195,195,185,94.87%,40,131,64,0,195,195,185,94.87%,40,131,64,0,0,0,0,.,0,0,0,0,641,641,498,77.69%,57,188,453,0,283,283,246,0.8693,73,266,17,0
VA-602,134,122,105,78.36%,79,55,0,37,109,25,0,79,67,67,84.81%,16,0,26,63,16,0,55,55,38,69.09%,11,46,9,0,0,0,0,.,0,0,0,0,38,38,34,89.47%,7,23,15,0,38,38,34,89.47%,7,23,15,0,0,0,0,.,0,0,0,0,21,21,21,100.00%,3,8,13,0,0,0,0,.,0,0,0,0
VA-603,280,259,259,92.50%,212,56,12,33,125,155,0,212,191,191,90.09%,0,4,21,87,125,0,56,56,56,100.00%,12,38,18,0,12,12,12,1,0,0,12,0,63,63,58,92.06%,18,55,8,0,63,63,58,92.06%,18,55,8,0,0,0,0,.,0,0,0,0,46,46,46,100.00%,3,8,38,0,4,4,3,0.75,0,0,4,0
VA-604,307,289,289,94.14%,158,149,0,75,261,46,0,158,140,140,88.61%,48,16,29,118,40,0,149,149,149,100.00%,46,143,6,0,0,0,0,.,0,0,0,0,193,193,193,100.00%,39,136,57,0,193,193,193,100.00%,39,136,57,0,0,0,0,.,0,0,0,0,140,140,140,100.00%,21,81,59,0,0,0,0,.,0,0,0,0
VI-500,143,95,82,57.34%,92,51,0,17,59,84,0,92,56,43,46.74%,0,0,11,47,45,0,51,39,39,76.47%,6,12,39,0,0,0,0,.,0,0,0,0,7,7,7,100.00%,0,0,7,0,7,7,7,100.00%,0,0,7,0,0,0,0,.,0,0,0,0,68,68,68,100.00%,3,3,65,0,0,0,0,.,0,0,0,0
VT-500,500,424,303,60.60%,253,243,4,79,224,276,0,253,197,144,56.92%,95,135,41,119,134,0,243,223,155,63.79%,38,105,138,0,4,4,4,100.00%,0,0,4,0,341,341,127,37.24%,106,313,28,0,341,341,127,37.24%,106,313,28,0,0,0,0,.,0,0,0,0,434,434,229,52.76%,22,62,372,0,0,0,0,.,0,0,0,0
VT-501,252,210,23,9.13%,171,81,0,48,114,138,0,171,157,8,4.68%,43,5,35,73,98,0,81,53,15,18.52%,13,41,40,0,0,0,0,.,0,0,0,0,124,124,9,7.26%,34,120,4,0,124,124,9,7.26%,34,120,4,0,0,0,0,.,0,0,0,0,141,141,78,55.32%,2,7,134,0,14,14,0,0,0,0,14,0
WA-500,6486,5869,4657,71.80%,3083,3358,45,924,3241,3203,42,3083,2912,2240,72.66%,420,188,263,918,2147,18,3358,2912,2372,70.64%,661,2323,1011,24,45,45,45,1,0,0,45,0,2291,2287,2217,96.77%,631,2070,221,0,2291,2287,2217,96.77%,631,2070,221,0,0,0,0,.,0,0,0,0,4848,4848,3874,79.91%,307,1001,3847,0,1411,1353,1260,0.893,273,1131,280,0
WA-501,4365,3677,2973,68.11%,2445,1920,0,816,2525,1780,60,2445,1890,1491,60.98%,301,103,364,1230,1175,40,1920,1787,1482,77.19%,452,1295,605,20,0,0,0,.,0,0,0,0,3377,3217,2639,78.15%,773,2058,1319,0,3325,3217,2639,79.37%,758,2006,1319,0,52,0,0,0,15,52,0,0,1893,1869,1669,88.17%,245,671,1212,10,736,573,359,0.4878,141,444,283,9
WA-502,1122,1048,509,45.37%,711,411,0,145,528,560,34,711,656,193,27.14%,0,2,49,237,440,34,411,392,316,76.89%,96,291,120,0,0,0,0,.,0,0,0,0,388,388,345,88.92%,54,189,199,0,388,388,345,88.92%,54,189,199,0,0,0,0,.,0,0,0,0,864,852,391,45.25%,117,343,521,0,104,104,79,0.7596,27,74,30,0
WA-503,998,922,834,83.57%,569,429,0,185,571,427,0,569,493,405,71.18%,329,0,72,222,347,0,429,429,429,100.00%,113,349,80,0,0,0,0,.,0,0,0,0,897,791,791,88.18%,202,646,251,0,897,791,791,88.18%,202,646,251,0,0,0,0,.,0,0,0,0,813,813,533,65.56%,55,171,642,0,20,20,20,1,0,0,20,0
WA-504,605,553,537,88.76%,460,145,0,78,283,286,36,460,408,403,87.61%,100,25,53,209,238,13,145,145,134,92.41%,25,74,48,23,0,0,0,.,0,0,0,0,306,264,264,86.27%,68,182,124,0,306,264,264,86.27%,68,182,124,0,0,0,0,.,0,0,0,0,1344,1344,1058,78.72%,247,852,492,0,493,435,427,86.61%,151,452,41,0
WA-507,572,447,205,35.84%,356,216,0,136,389,183,0,356,287,106,29.78%,55,3,59,190,166,0,216,160,99,45.83%,77,199,17,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,246,246,128,52.03%,42,163,83,0,77,77,20,25.97%,16,51,26,0
WA-508,479,456,442,92.28%,163,316,0,113,336,126,17,163,140,140,85.89%,89,38,27,94,52,17,316,316,302,95.57%,86,242,74,0,0,0,0,.,0,0,0,0,217,217,217,100.00%,64,191,26,0,217,217,217,100.00%,64,191,26,0,0,0,0,.,0,0,0,0,375,375,370,98.67%,39,96,279,0,0,0,0,.,0,0,0,0
WI-500,3993,2863,2336,58.50%,2274,1712,7,808,2568,1406,19,2274,1469,1145,50.35%,281,249,411,1373,882,19,1712,1387,1184,69.16%,397,1195,517,0,7,7,7,100.00%,0,0,7,0,436,436,436,100.00%,85,302,134,0,436,436,436,100.00%,85,302,134,0,0,0,0,.,0,0,0,0,566,566,338,59.72%,55,148,418,0,87,87,42,48.28%,11,42,45,0
WI-501,1500,1428,1407,93.80%,752,705,43,229,704,768,28,752,690,678,90.16%,10,0,91,277,447,28,705,695,686,97.30%,138,427,278,0,43,43,43,1,0,0,43,0,169,169,169,100.00%,45,150,19,0,169,169,169,100.00%,45,150,19,0,0,0,0,.,0,0,0,0,1530,1530,1530,100.00%,109,327,1203,0,90,90,90,100.00%,30,90,0,0
WI-502,307,250,236,76.87%,203,104,0,40,138,161,8,203,178,164,80.79%,0,0,20,77,118,8,104,72,72,69.23%,20,61,43,0,0,0,0,.,0,0,0,0,29,29,29,1,0,0,29,0,29,29,29,1,0,0,29,0,0,0,0,.,0,0,0,0,134,125,89,66.42%,9,26,108,0,0,0,0,.,0,0,0,0
WI-503,604,527,477,78.97%,385,205,14,167,317,278,9,385,323,320,83.12%,35,1,124,217,159,9,205,190,143,69.76%,43,100,105,0,14,14,14,100.00%,0,0,14,0,261,261,261,100.00%,75,237,24,0,249,249,249,100.00%,70,225,24,0,12,12,12,1,5,12,0,0,857,857,734,85.65%,99,317,540,0,94,94,91,0.9681,10,20,74,0
WV-500,113,84,80,70.80%,63,50,0,27,64,49,0,63,48,48,76.19%,16,14,14,24,39,0,50,36,32,64.00%,13,40,10,0,0,0,0,.,0,0,0,0,13,13,13,100.00%,0,0,13,0,13,13,13,100.00%,0,0,13,0,0,0,0,.,0,0,0,0,18,18,18,100.00%,0,0,18,0,0,0,0,.,0,0,0,0
WV-501,292,271,258,88.36%,215,64,13,40,138,154,0,215,194,181,84.19%,0,0,22,74,141,0,64,64,64,100.00%,18,64,0,0,13,13,13,100.00%,0,0,13,0,16,16,16,100.00%,3,10,6,0,16,16,16,100.00%,3,10,6,0,0,0,0,.,0,0,0,0,364,364,364,100.00%,59,137,227,0,121,121,121,1,1,2,119,0
WV-503,383,366,205,53.52%,289,94,0,35,98,275,10,289,272,141,48.79%,0,20,29,80,204,5,94,94,64,68.09%,6,18,71,5,0,0,0,.,0,0,0,0,27,27,27,100.00%,4,12,15,0,27,27,27,100.00%,4,12,15,0,0,0,0,.,0,0,0,0,150,150,150,100.00%,2,4,146,0,0,0,0,.,0,0,0,0
WV-508,943,730,632,67.02%,702,241,0,96,359,584,0,702,569,479,68.23%,24,16,74,267,435,0,241,161,153,63.49%,22,92,149,0,0,0,0,.,0,0,0,0,252,252,230,91.27%,43,84,168,0,252,252,230,91.27%,43,84,168,0,0,0,0,.,0,0,0,0,821,821,519,63.22%,112,304,517,0,34,34,34,100.00%,12,34,0,0
WY-500,812,592,515,63.42%,511,301,0,139,401,410,1,511,329,275,53.82%,24,2,85,234,276,1,301,263,240,79.73%,54,167,134,0,0,0,0,.,0,0,0,0,8,8,8,100.00%,3,6,2,0,8,8,8,100.00%,3,6,2,0,0,0,0,.,0,0,0,0,208,208,14,6.73%,27,58,150,0,6,6,6,1,0,0,6,0
Total,411285,361229,299081,72.72%,264629,144749,1907,63870,209122,198247,3916,264629,230385,190715,72.07%,21368,17446,39603,133523,128315,2791,144749,128971,106584,73.63%,24267,75599,68025,1125,1907,1873,1782,93.45%,0,0,1907,0,77141,74093,68208,88.42%,18312,56589,20541,11,75686,72784,66958,88.47%,17930,55261,20414,11,1455,1309,1250,0.8591,382,1328,127,0,340906,337926,246589,72.33%,43007,122978,217841,87,37770,37378,17119,45.32%,7465,24537,13224,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the housing inventory counts the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Housing Inventory Count by State, MO-604's data have been split up between MO and KS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
