,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
State,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)","HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)",Total Year-Round Beds (ES),Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),HMIS Participation Rate for Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Total Year-Round Beds (TH),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),HMIS Participation Rate for Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Total Year-Round Beds (SH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),HMIS Participation Rate for Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Total Year-Round Beds (RRH & DEM),Total Non-DV Year-Round Beds (RRH & DEM),Total HMIS Year-Round Beds (RRH & DEM),HMIS Participation Rate for Year-Round Beds (RRH & DEM),Total Units for Households with Children (RRH & DEM),Total Beds for Households with Children (RRH & DEM),Total Beds for Households without Children (RRH & DEM),Total Beds for Households with only Children (RRH & DEM),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),HMIS Participation Rate for Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Total Year-Round Beds (DEM),Total Non-DV Year-Round Beds (DEM),Total HMIS Year-Round Beds (DEM),HMIS Participation Rate for Year-Round Beds (DEM),Total Units for Households with Children (DEM),Total Beds for Households with Children (DEM),Total Beds for Households without Children (DEM),Total Beds for Households with only Children (DEM),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),HMIS Participation Rate for Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),HMIS Participation Rate for Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH)
AK,1814,1382,1031,56.84%,1189,625,0,186,646,1117,51,1189,831,650,54.67%,20,122,117,401,766,22,625,551,381,60.96%,69,245,351,29,0,0,0,.,0,0,0,0,158,158,158,100.00%,30,123,35,0,158,158,158,100.00%,30,123,35,0,0,0,0,.,0,0,0,0,715,715,715,100.00%,55,167,548,0,0,0,0,.,0,0,0,0
AL,3724,3212,1985,53.30%,1838,1852,34,477,1394,2294,36,1838,1527,965,52.50%,10,430,202,540,1276,22,1852,1651,986,53.24%,275,854,984,14,34,34,34,100.00%,0,0,34,0,53,53,43,81.13%,11,39,14,0,53,53,43,81.13%,11,39,14,0,0,0,0,.,0,0,0,0,2891,2891,1775,61.40%,417,1206,1685,0,0,0,0,.,0,0,0,0
AR,2151,1687,944,43.89%,1466,685,0,179,690,1428,33,1466,1114,559,38.13%,0,308,103,449,1002,15,685,573,385,56.20%,76,241,426,18,0,0,0,.,0,0,0,0,157,157,157,100.00%,37,93,64,0,157,157,157,100.00%,37,93,64,0,0,0,0,.,0,0,0,0,923,923,613,66.41%,122,331,592,0,22,16,16,72.73%,2,9,13,0
AZ,8873,7411,6063,68.33%,4481,4352,40,1418,4845,3983,45,4481,3305,2769,61.79%,229,434,636,2222,2231,28,4352,4066,3254,74.77%,782,2623,1712,17,40,40,40,100.00%,0,0,40,0,557,461,460,82.59%,162,455,102,0,441,345,344,78.00%,117,339,102,0,116,116,116,100.00%,45,116,0,0,7358,7358,5568,75.67%,836,2794,4564,0,707,707,47,6.65%,99,292,415,0
CA,44035,38960,31075,70.57%,17869,25959,207,5831,19739,23854,442,17869,15351,11796,66.01%,5300,1450,1827,6424,11065,380,25959,23402,19072,73.47%,4004,13315,12582,62,207,207,207,100.00%,0,0,207,0,3621,3549,3009,83.10%,1136,3185,430,6,3504,3432,2938,83.85%,1097,3068,430,6,117,117,71,60.68%,39,117,0,0,45580,45250,32954,72.30%,4942,14412,31167,1,2516,2516,1763,70.07%,684,2110,406,0
CO,8466,7625,5861,69.23%,3753,4688,25,1295,4608,3372,486,3753,3227,2221,59.18%,910,681,350,1665,1820,268,4688,4373,3615,77.11%,945,2943,1527,218,25,25,25,100.00%,0,0,25,0,388,388,365,94.07%,44,134,254,0,388,388,365,94.07%,44,134,254,0,0,0,0,.,0,0,0,0,3091,3091,2533,81.95%,348,820,2271,0,10,10,0,0.00%,1,10,0,0
CT,3411,3084,2899,84.99%,2238,1173,0,475,1495,1898,18,2238,1986,1938,86.60%,331,229,270,921,1299,18,1173,1098,961,81.93%,205,574,599,0,0,0,0,.,0,0,0,0,247,247,144,58.30%,58,181,66,0,247,247,144,58.30%,58,181,66,0,0,0,0,.,0,0,0,0,5705,5636,4525,79.32%,738,2113,3592,0,0,0,0,.,0,0,0,0
DC,7281,7096,6625,90.99%,5157,2124,0,1349,4084,3183,14,5157,5015,4923,95.46%,840,0,915,2936,2211,10,2124,2081,1702,80.13%,434,1148,972,4,0,0,0,.,0,0,0,0,2326,2326,2326,100.00%,682,2261,65,0,2326,2326,2326,100.00%,682,2261,65,0,0,0,0,.,0,0,0,0,6414,6380,3121,48.66%,871,2777,3637,0,0,0,0,.,0,0,0,0
DE,1172,1098,736,62.80%,552,620,0,199,561,603,8,552,478,363,65.76%,76,14,73,238,311,3,620,620,373,60.16%,126,323,292,5,0,0,0,.,0,0,0,0,130,130,130,100.00%,29,96,34,0,130,130,130,100.00%,29,96,34,0,0,0,0,.,0,0,0,0,598,598,437,73.08%,25,57,541,0,0,0,0,.,0,0,0,0
